"day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
7,2018,9,23,"2018-09-23",59.8,50.2,1023.4,10,3,5.1,0,78.1,53.1,0,0,-0.876381359132417
4,2018,12,20,"2018-12-20",38.6,34.4,1020.2,9.6,5,7,0,48,21,0,0,2.0194553238633
2,2013,11,5,"2013-11-05",43.5,30.4,1037.8,10,3.9,7,0,50,37.9,0,0,-0.570175063347371
3,2012,7,11,"2012-07-11",77.1,62,1019.9,10,1.9,7,0,84,64.9,0,0,-0.0889937413994421
4,2012,7,12,"2012-07-12",77.4,60.2,1021.7,10,2.3,7,0,88,57,0,0,0.0159912742982878
4,2012,8,9,"2012-08-09",78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,0,0.0509862795308645
1,2012,9,17,"2012-09-17",66.5,48,1018.3,10,2.2,7,0,77,48.2,0,0,-1.07760263921973
4,2020,9,10,"2020-09-10",70.8,69.5,1025.1,0.8,4.4,7,0,77,66.9,0,1,-1.99622152657487
2,2017,9,26,"2017-09-26",65.9,65.3,1016.8,2.6,3.4,7,0,77,59,0.12,1,0.707142627641677
1,2014,11,10,"2014-11-10",48.2,42.2,1019.2,9.6,4,7,0,59,39,0,0,-0.132737497940163
1,2016,7,11,"2016-07-11",63.1,58.4,1016.8,9.9,4.9,7,0,70,55,0.01,0,0.374690077932199
1,2019,7,8,"2019-07-08",64.9,56.7,1014.7,10,4.2,7,0,75,54,0,0,0.14722254392045
5,2014,7,18,"2014-07-18",69.6,59.4,1020.7,9.6,5,7,0,79,63,0.04,0,0.427182585781063
4,2016,9,22,"2016-09-22",67.2,57.8,1020.9,10,3.7,7,0,79,57.9,0,0,0.742137632874253
5,2012,7,13,"2012-07-13",78.9,60.7,1021.8,9.9,3,7,0,87.1,63,0,0,0.243458808310036
5,2012,8,24,"2012-08-24",77.3,60.9,1020.7,9.3,2,7,0,87.1,66,0,0,0.225961305693748
5,2012,10,26,"2012-10-26",60.8,53.4,1022.6,10,1.5,7,0,64.9,39.2,0,0,0.199715051769315
5,2019,3,1,"2019-03-01",26.7,18.2,1026.9,10,4,7,0,35.1,16,0,0,1.18832394958961
5,2020,1,24,"2020-01-24",37.3,33.7,1028.5,6.5,3.3,8,0,46,19.9,0,1,-0.447692545033353
2,2014,12,16,"2014-12-16",44,37,1019.7,9.6,4.2,8,0,48,33.1,0,0,0.610906363252091
3,2015,11,25,"2015-11-25",39.6,26.8,1038.6,10,4.3,8,0,50,28.9,0,0,1.24081645743847
6,2020,10,3,"2020-10-03",61.4,47.8,1021.2,10,4.9,8,0,68,50,0,0,-2.20619155797033
2,2020,9,29,"2020-09-29",67.5,65.8,9999.9,6.1,5.5,8,0,68,66,0,1,-2.25868406581919
3,2020,10,21,"2020-10-21",64.9,63.1,1025,4.7,5.2,8,0,68,63,0.03,1,-2.07496028834817
6,2014,6,28,"2014-06-28",62.2,51.9,1024.1,9.5,4.8,8,0,72,52,0.02,0,0.313448818775189
6,2013,10,5,"2013-10-05",61.3,57.7,1018,9.6,4.2,8,0,72,54,0.13,0,-0.683908830353245
7,2015,9,6,"2015-09-06",66.6,55.9,1023.5,10,4.7,8,0,72,50,0,0,-0.622667571196236
1,2014,8,25,"2014-08-25",63.3,56.5,1020.5,10,3.8,8,0,72,54,0,0,-0.228973762329749
7,2018,7,15,"2018-07-15",65.5,61.6,1016.5,8.6,5.3,8,0,72,55.9,0,1,-0.0977424927075863
6,2012,7,28,"2012-07-28",75.5,69.6,1012.2,7,3.9,8,15.9,84,68,0,1,-0.543928809422939
1,2017,9,25,"2017-09-25",64.2,63.7,1017.8,2.8,4.2,8,0,73,59,0,1,1.31955521921177
7,2014,6,8,"2014-06-08",64.9,55.5,1013.2,9.8,4.8,8,0,77,55.9,0,0,-0.517682555498506
5,2017,8,11,"2017-08-11",67.6,65.8,1021.4,9.3,5.8,8,0,77,60.1,0,1,0.698393876333533
2,2020,9,8,"2020-09-08",65.9,63.7,1020.7,5.2,4.2,8,0,77,57.2,0,1,-2.08370903965631
4,2014,7,17,"2014-07-17",70.4,63.7,1013.3,7.7,4.5,8,0,77,66.2,0.01,1,0.103478787379729
3,2020,9,9,"2020-09-09",69.3,67.3,1025,4.3,4.2,8,0,77,57.9,0,1,-2.4774028485228
7,2014,8,10,"2014-08-10",69.1,61.4,1019.2,9.8,4.6,8,0,81,57.9,0.01,0,-0.552677560731083
6,2014,2,1,"2014-02-01",35.6,25.1,1024.8,10,4.8,8,0,41,30.9,0,0,-0.596421317271804
7,2016,3,6,"2016-03-06",33.2,18.7,1024.3,10,3.1,8,0,41,23,0,0,-0.657662576428813
7,2013,4,28,"2013-04-28",48,38.5,1027.1,9.8,3.9,8,0,57,37,0,0,-1.18258765491746
1,2020,10,19,"2020-10-19",55.6,48.9,1028.1,10,5,8,0,63,48,0,0,-2.61738286945311
1,2014,9,15,"2014-09-15",57.5,47.6,1022,10,3.6,8,0,66,46.9,0,0,0.304700067467045
5,2016,10,7,"2016-10-07",55.6,49.7,1025.3,6.9,2.7,8,0,70,44.1,0,1,1.5645202558398
7,2012,7,22,"2012-07-22",72.5,59.4,1020.3,10,2,8,0,82,54,0,0,-0.675160079045101
3,2012,8,8,"2012-08-08",77.8,67.1,1014.7,8.8,1.1,8,0,86,64,0,0,-0.412697539800776
5,2012,9,7,"2012-09-07",77,67.8,1012.2,8.7,2.7,8,0,86,64.4,0,0,0.917112659037137
7,2012,7,8,"2012-07-08",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,0,-0.972617623522003
1,2018,9,17,"2018-09-17",65.6,62.6,1020.6,7.9,5,8,0,75,55.9,0,1,0.855871399880128
6,2013,4,27,"2013-04-27",46.6,34.7,1029.1,8.6,3.9,8,0,55.9,35.1,0,1,-0.508933804190362
2,2018,7,31,"2018-07-31",68.9,65.8,1020.4,8.4,4.9,8,0,80.1,64,0,1,1.17082644697332
3,2012,8,22,"2012-08-22",73.8,60.3,1019.6,9.8,1.7,8,0,80.1,61,0,0,-0.622667571196236
5,2019,6,28,"2019-06-28",66.8,62.9,1020.2,6.3,4.4,8,0,80.1,57,0,1,1.55577150453166
1,2015,7,13,"2015-07-13",70.9,64.9,1013.8,8.3,5.3,8,0,80.1,66,0,0,0.812127643339407
1,2017,8,14,"2017-08-14",67.7,65.2,1016.4,6.1,4.3,8,0,80.1,61,0,1,0.234710057001892
1,2018,7,30,"2018-07-30",71.3,66.7,1020.4,9.9,5.8,8,0,80.1,64.9,0,0,0.0422375282227203
1,2013,7,22,"2013-07-22",68.3,65.9,1015.1,5.6,5.1,8,0,78.1,64,0.17,1,0.138473792612306
4,2017,7,6,"2017-07-06",61.7,59.9,1021.8,9.9,5.9,8,0,78.1,53.1,0,0,0.313448818775189
5,2014,7,11,"2014-07-11",69.1,62.4,1021.9,6.5,4.3,8,0,78.1,64,0.03,1,0.584660109327658
2,2014,8,19,"2014-08-19",63.9,56.9,1012.6,8.8,4.1,8,0,73.9,54,0.01,1,-0.517682555498506
2,2013,5,7,"2013-05-07",54.4,49.9,1021.9,4.4,4.5,8,0,66.9,46,0,1,0.14722254392045
4,2015,6,18,"2015-06-18",59.1,47.7,1019.3,10,3.9,8,0,66.9,48.9,0,0,0.348443824007766
6,2013,8,17,"2013-08-17",67.3,59.8,1023.8,10,3.2,8,0,75.9,55.9,0,0,-0.622667571196236
7,2013,8,18,"2013-08-18",64.8,58.4,1023.8,8.4,3.3,8,0,75.9,55.9,0.01,1,-1.16509015230117
5,2019,7,5,"2019-07-05",66.1,64.7,1021.4,4.7,3.9,8,0,75.9,59,0,1,-0.290215021486758
6,2017,9,16,"2017-09-16",66.8,65.5,1020.8,4.6,2.8,8,0,75.9,61,0,1,0.418433834472919
7,2018,9,16,"2018-09-16",63.9,59.5,1023.1,6.8,3.7,8,0,75.9,54,0,1,0.190966300461171
1,2020,6,22,"2020-06-22",68.6,63.4,1014.7,9.7,3.9,8,0,75.9,62.1,0,0,-2.45115659459837
4,2018,5,17,"2018-05-17",54.1,54.1,1016.7,5.3,3.6,8,0,62.1,50,0.32,1,1.37204772706063
2,2016,11,1,"2016-11-01",46.2,37.1,1027.3,10,4.4,8,0,53.1,34,0.01,0,1.37204772706063
3,2020,1,22,"2020-01-22",27.1,14.3,1029.8,10,4.2,8.9,0,34,17.1,0,0,-0.753898840818399
4,2016,1,28,"2016-01-28",35,24.4,1016.1,10,4.3,8.9,0,46,23,0.09,0,0.925861410345281
2,2020,2,25,"2020-02-25",44,41.8,1014.5,5.6,5.4,8.9,0,50,28.9,0.05,1,-0.42144629110892
5,2012,11,23,"2012-11-23",48.3,40.8,1016.5,8.9,3.4,8.9,0,54,39.2,0,1,-0.823888851283552
1,2018,11,19,"2018-11-19",46.7,41,1021,10,5,8.9,0,54,37.9,0,0,1.06584143127559
2,2019,6,18,"2019-06-18",60.4,58.8,1015.1,5.7,5.2,8.9,0,64,55.9,0.02,1,1.27581146267105
3,2013,9,25,"2013-09-25",55.3,45.3,1012.3,10,4.5,8.9,0,64,44.1,0,0,-0.31646127541119
3,2013,6,5,"2013-06-05",58.6,45.6,1020.5,9.8,5.7,8.9,0,68,48.9,0,0,0.208463803077459
4,2016,5,12,"2016-05-12",55.2,45.5,1020,9.4,4.4,8.9,0,68,42.1,0,0,1.47703274275836
1,2013,6,10,"2013-06-10",62.2,56.1,1021.3,9.3,6,8.9,0,72,53.1,0,0,0.427182585781063
7,2018,9,30,"2018-09-30",61,53.5,1025.6,9.7,4.7,8.9,0,72,51.1,0,1,-0.570175063347371
2,2019,9,10,"2019-09-10",62.8,57.5,1027.3,10,6.2,8.9,0,72,57,0,0,0.260956310926324
7,2014,6,29,"2014-06-29",64.7,57.9,1024,9.5,5,8.9,0,72,55.9,0.01,0,-0.333958778027479
5,2019,6,7,"2019-06-07",59.8,55.3,1012.6,9.8,4.8,8.9,0,72,51.1,0.22,0,1.38954522967692
1,2019,9,9,"2019-09-09",63.9,58.4,1023.2,9.8,4.5,8.9,0,72,57,0,0,0.243458808310036
2,2014,8,26,"2014-08-26",63,56,1021.1,10,3.5,8.9,0,72,53.1,0,0,0.287202564850757
4,2012,8,23,"2012-08-23",74.7,61.7,1020.4,8.9,2,8.9,0,84,62.6,0,0,-0.0102549796261447
3,2013,7,17,"2013-07-17",72.9,65.8,1020.8,9.9,5.6,8.9,0,84,66.9,0,0,0.295951316158901
6,2020,9,26,"2020-09-26",63.6,60.9,1020.5,4.5,4.9,8.9,0,73,59,0,1,-2.14495029881332
5,2014,7,25,"2014-07-25",67.4,60.8,1013.4,10,5.9,8.9,0,77,61,0,0,0.680896373717244
4,2016,9,1,"2016-09-01",71.5,67,1011.2,9.7,6.8,8.9,0,77,66.9,0,0,0.873368902496416
5,2018,7,20,"2018-07-20",64.3,56.7,1021.6,10,3.3,8.9,0,77,54,0,0,1.09208768520002
1,2015,8,24,"2015-08-24",71.7,69.2,1013.1,3.8,5.4,8.9,0,81,68,0,1,-0.00150622831800049
1,2014,8,11,"2014-08-11",66.3,59.2,1021.1,7.8,3.6,8.9,0,81,57,0.01,1,0.25220755961818
5,2015,8,14,"2015-08-14",70.4,63.5,1020.3,8.6,4.8,8.9,0,81,62.1,0,0,1.3458014731362
4,2016,7,7,"2016-07-07",68.7,66.7,1010.4,4.1,5.9,8.9,0,81,64,0,1,0.243458808310036
3,2015,8,19,"2015-08-19",73.9,70.1,1018.9,6.3,5.4,8.9,0,81,69.1,0,1,0.164720046536739
1,2012,8,27,"2012-08-27",71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,1,-0.237722513637893
6,2019,2,23,"2019-02-23",34.8,27.7,1030.2,10,4.9,8.9,0,43,30,0,0,-1.19133640622561
2,2018,12,11,"2018-12-11",32,22.9,1019.5,10,4.5,8.9,0,43,25,0,0,1.15332894435703
3,2019,5,1,"2019-05-01",46.9,39.2,1030,10,4.7,8.9,0,55,39.9,0,0,0.208463803077459
2,2017,5,9,"2017-05-09",48.3,34.9,1014.8,10,6.2,8.9,0,55,39.9,0,0,0.663398871100956
2,2015,10,27,"2015-10-27",46.7,36.2,1034.1,10,5.9,8.9,0,57,36,0,0,0.488423844938073
3,2013,11,6,"2013-11-06",46.5,41.4,1030.4,10,3.7,8.9,0,57,36,0,0,0.523418850170649
1,2013,4,29,"2013-04-29",49.7,37.9,1025.5,9.9,4.3,8.9,0,59,39.9,0,0,0.199715051769315
7,2014,5,25,"2014-05-25",53.7,44.4,1018.2,10,5.4,8.9,0,59,48,0,0,-0.902627613056849
3,2016,11,9,"2016-11-09",51.6,46.1,1009.9,8.8,4.6,8.9,0,61,39,0,1,-0.298963772794902
1,2013,5,6,"2013-05-06",49.2,43.4,1024.3,5.1,5.5,8.9,0,61,44.1,0,1,-0.123988746632019
4,2012,10,25,"2012-10-25",58,51.3,1023.9,10,3,8.9,0,61,43,0,0,-0.561426312039227
3,2016,10,12,"2016-10-12",52.8,46.7,1028.3,10,5.2,8.9,0,63,42.1,0,0,-0.675160079045101
4,2016,10,6,"2016-10-06",57.3,50.9,1025.6,10,5.8,8.9,0,66,48.9,0,0,1.65200776892125
4,2019,4,25,"2019-04-25",47.7,40.9,1013.3,9.9,5.6,8.9,0,66,39.9,0.02,0,-0.500185052882218
2,2019,8,27,"2019-08-27",60.4,54.5,1019.4,10,4.7,8.9,0,70,50,0,0,-0.403948788492632
7,2018,6,17,"2018-06-17",66.7,56.6,1017.7,10,6,8.9,0,82,54,0,0,0.453428839705496
2,2015,7,21,"2015-07-21",72.6,69.7,1003.7,3.6,5.4,8.9,0,82,68,0,1,0.269705062234469
6,2015,8,22,"2015-08-22",73.9,71.1,1017.2,4.8,6,8.9,0,82,70,0,1,0.0509862795308645
6,2018,6,30,"2018-06-30",71.1,65.4,1015.8,10,5.9,8.9,0,82,62.1,0,0,0.663398871100956
4,2017,8,3,"2017-08-03",67.5,66,1020.6,9.1,5.8,8.9,0,75,61,0,1,1.20582145220589
1,2018,7,16,"2018-07-16",68.7,67.9,1015.6,2.6,4.7,8.9,0,75,61,0,1,1.25831396005476
4,2017,8,10,"2017-08-10",67.8,66,1024.2,8.8,6,8.9,0,75,59,0,1,0.654650119792812
7,2018,9,2,"2018-09-02",67,64,1024.9,10,5,8.9,0,79,55.9,0,0,-0.412697539800776
4,2017,8,17,"2017-08-17",68,60.8,1016.6,9.1,5.2,8.9,0,79,62.1,0,0,0.558413855403226
6,2019,8,31,"2019-08-31",70.3,60.1,1020.7,9.1,5.3,8.9,0,79,57.9,0,1,-0.640165073812524
4,2015,8,13,"2015-08-13",71.1,65.8,1014.7,8.4,5.2,8.9,0,79,63,0,1,1.21457020351404
2,2017,8,15,"2017-08-15",67.8,66.8,1014.6,4.3,4,8.9,0,79,61,0,1,0.0159912742982878
2,2019,7,16,"2019-07-16",70.3,65.9,1017.6,8.7,5.3,8.9,0,79,60.1,0,1,0.724640130257965
1,2012,7,30,"2012-07-30",73.1,65.1,1018.6,10,2.2,8.9,0,79,64.9,0.01,0,-0.395200037184488
1,2016,1,25,"2016-01-25",33.5,21.2,1021.4,10,6.5,8.9,0,37.9,30,0.02,0,0.724640130257965
3,2016,2,10,"2016-02-10",33.5,28,1002.2,9.1,4.2,8.9,0,37.9,28,0,0,-0.333958778027479
5,2020,1,31,"2020-01-31",29.8,22.3,1027.4,10,3.3,8.9,0,39.9,19,0,0,-0.500185052882218
6,2019,12,21,"2019-12-21",33.3,25.6,1035.1,10,5.2,8.9,0,39.9,19.9,0,0,-0.482687550265929
5,2017,4,14,"2017-04-14",47.5,34.1,1027.8,10,5,8.9,0,57.9,37.9,0,0,-0.52643130680665
2,2014,4,22,"2014-04-22",49.5,43.2,1007.7,10,5.6,8.9,0,57.9,34,0,0,-1.01636138006272
1,2020,8,24,"2020-08-24",71.7,70,1016.1,2.3,5.9,8.9,0,80.1,66,0,1,-2.23243781189476
6,2015,7,25,"2015-07-25",68.5,60.2,1015,9.7,4.4,8.9,0,80.1,60.1,0,0,-1.08635139052788
2,2016,8,9,"2016-08-09",71.5,64.7,1021.5,10,6.6,8.9,27,80.1,62.1,0,0,0.654650119792812
3,2019,7,3,"2019-07-03",70.2,65.1,1009.9,9.2,5,8.9,0,80.1,59,0,0,0.689645125025388
4,2019,7,4,"2019-07-04",66.6,63.7,1017.9,6.3,3.7,8.9,0,80.1,59,0,1,-1.58503021509209
7,2019,6,9,"2019-06-09",57.7,43.7,1026.7,10,5.3,8.9,0,69.1,45,0,0,-0.430195042417065
2,2018,5,22,"2018-05-22",54.6,49.5,1021.1,10,7,8.9,0,69.1,48,0,0,0.995851420810434
2,2017,7,18,"2017-07-18",69.4,67.9,1019.6,4,5.5,8.9,0,78.1,62.1,0,1,1.14458019304889
6,2014,8,9,"2014-08-09",70.4,61.3,1017.2,9.9,6.4,8.9,0,78.1,60.1,0,0,-0.325210026719335
3,2013,7,31,"2013-07-31",70.6,62.6,1019.3,10,6.7,8.9,0,78.1,64.9,0,0,-0.193978757097172
5,2019,7,26,"2019-07-26",67.1,58.9,1024,9.4,3.4,8.9,0,78.1,59,0,1,0.654650119792812
3,2014,8,6,"2014-08-06",70.1,65.7,1010.1,4.4,4.3,8.9,0,78.1,66,0.01,1,-0.115239995323875
5,2013,9,20,"2013-09-20",62.6,58.5,1018.4,9.5,6.2,8.9,0,71.1,53.6,0.01,0,0.488423844938073
1,2020,11,9,"2020-11-09",54.8,51,1026.6,6.6,5.2,8.9,0,71.1,46,0,1,-2.24993531451105
7,2016,6,26,"2016-06-26",60.8,49.4,1023.3,10,5.7,8.9,0,71.1,50,0,0,0.0597350308390087
5,2013,10,4,"2013-10-04",62.8,57.5,1017.7,9.3,5.2,8.9,0,71.1,53.6,0.01,1,0.724640130257965
5,2018,8,17,"2018-08-17",74.9,72.1,1018,6.3,5.1,8.9,0,87.1,66,0,1,1.11833393912445
7,2015,3,1,"2015-03-01",23.1,14.2,1037.5,9.1,5.1,8.9,0,30.9,10,0,0,1.03084642604301
1,2016,9,26,"2016-09-26",55.2,41.1,1021.6,10,5.3,8.9,0,64.9,44.1,0,0,0.418433834472919
5,2018,6,1,"2018-06-01",58.6,58.4,1012.6,4.8,6.2,8.9,0,64.9,51.1,0.13,1,1.53827400191537
4,2019,6,27,"2019-06-27",61.4,60.1,1019.2,5.6,4.2,8.9,0,73.9,57,0.13,1,1.38954522967692
6,2017,8,26,"2017-08-26",64.1,56.8,1023,9.9,3.7,8.9,0,73.9,54,0,0,-0.0452499848587213
1,2017,7,31,"2017-07-31",63.9,57.3,1017.8,10,4.2,8.9,0,73.9,50,0,0,0.707142627641677
2,2013,8,6,"2013-08-06",66.2,54.5,1019.1,10,5.3,8.9,0,73.9,55.9,0,0,-0.281466270178614
5,2014,8,1,"2014-08-01",67.5,62.9,1023.5,9,5.3,8.9,0,73.9,59,0.01,0,0.803378892031263
7,2014,6,8,"2014-06-08",69.5,56.4,9999.9,10,4.1,8.9,11.1,82.4,53.6,99.99,0,-0.517682555498506
6,2017,9,2,"2017-09-02",58.7,45.2,1022.4,10,5.3,8.9,0,66.9,50,0,0,-0.115239995323875
7,2017,10,22,"2017-10-22",60.6,59.2,1028.8,10,6.9,8.9,0,66.9,46.9,0,0,-0.412697539800776
6,2017,10,14,"2017-10-14",62.4,62,1026.6,6.7,5.5,8.9,0,66.9,52,0,0,-0.0714962387831538
2,2013,10,22,"2013-10-22",59.1,52.4,1012.5,10,6.1,8.9,0,66.9,39.9,0,0,-0.307712524103046
2,2014,6,10,"2014-06-10",63.8,60.7,1015.8,8.7,5.6,8.9,0,66.9,61,0.03,0,-0.0539987361668655
7,2012,8,26,"2012-08-26",73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,0,-0.911376364364993
2,2016,8,30,"2016-08-30",67.7,59.2,1020,10,6.1,8.9,0,82.9,59,0,0,0.409685083164775
5,2019,8,2,"2019-08-02",71.6,64.1,1019.8,7.4,4.7,8.9,0,82.9,60.1,0,1,0.304700067467045
4,2015,9,17,"2015-09-17",69.3,65.6,1020.7,7.8,5.9,8.9,0,75.9,48.9,0,1,1.47703274275836
6,2019,7,27,"2019-07-27",67.1,58.1,1025.2,10,4.9,8.9,0,75.9,55.9,0,0,0.234710057001892
5,2018,8,24,"2018-08-24",67.1,61.5,1021.1,10,4.7,8.9,0,75.9,55,0,0,0.925861410345281
4,2013,10,3,"2013-10-03",65.8,56.3,1016.4,10,6.5,8.9,0,75.9,59,0,0,0.129725041304162
7,2017,9,17,"2017-09-17",64.7,64.2,1021.4,4.8,3.4,8.9,0,75.9,60.1,0,1,0.0947300360715853
5,2014,1,17,"2014-01-17",38.6,35.8,1014.8,6.7,3.7,8.9,0,44.1,32,0,1,0.120976289996018
2,2020,1,14,"2020-01-14",41.5,37.7,1026.2,8.8,5.3,8.9,0,44.1,37.9,0,0,-0.683908830353245
6,2018,12,1,"2018-12-01",38.3,31.9,1020.3,9.9,5.7,8.9,0,44.1,33.1,0,0,0.225961305693748
3,2019,3,20,"2019-03-20",36.9,27.1,1029.5,10,6.7,8.9,0,44.1,24.1,0,0,0.077232533455297
1,2013,10,14,"2013-10-14",51.5,44,1027,10,4.6,8.9,0,62.1,41,0,0,-1.18258765491746
2,2014,3,25,"2014-03-25",26.5,10.5,1019.8,10,4.1,8.9,0,35.1,15.1,0,0,-0.885130110440561
3,2015,11,18,"2015-11-18",42.9,33.8,1034.9,10,3.2,8.9,0,51.1,30.9,0,0,0.46217759101364
7,2014,12,21,"2014-12-21",41.4,34,1024.2,9.8,7.1,9.9,0,46,36,0.06,0,-1.45379894546993
4,2013,11,21,"2013-11-21",39,26.7,1035,10,4.9,9.9,0,48,30.9,0,0,0.46217759101364
5,2017,11,24,"2017-11-24",40.8,30.7,1016.1,10,6.9,9.9,0,50,33.1,0,0,-0.640165073812524
2,2019,2,5,"2019-02-05",43,42.1,1014.2,3,4.8,9.9,0,50,34,0,1,-0.0452499848587213
2,2020,10,20,"2020-10-20",59.7,57.6,1025.5,8,7.2,9.9,0,64,54,0,1,-2.09245779096446
5,2019,10,25,"2019-10-25",55.9,51.1,1025.2,9.6,6,9.9,0,64,43,0,1,0.628403865868379
1,2014,6,9,"2014-06-09",61.2,57,1015.2,7.1,5.6,9.9,0,68,55,0,1,-0.412697539800776
3,2014,5,21,"2014-05-21",56.3,47.6,1014.9,10,6,9.9,0,68,45,0,0,-0.00150622831800049
3,2013,8,28,"2013-08-28",66.4,64.6,1012,3.9,6.8,9.9,0,72,62.6,0.67,1,-0.815140099975408
4,2014,6,19,"2014-06-19",67.3,61.5,1013.6,9.7,6.5,9.9,0,72,63.7,0,0,0.873368902496416
1,2012,7,9,"2012-07-09",78.5,56.8,1012.7,10,3.5,9.9,0,84,68,0.09,0,-0.368953783260055
1,2014,6,23,"2014-06-23",62.1,50.3,1019.7,10,4.1,9.9,0,73,52,0,0,0.602157611943947
5,2015,7,17,"2015-07-17",64.9,57.6,1019.1,10,6,9.9,0,73,54,0,0,0.733388881566109
1,2019,9,2,"2019-09-02",64.9,60.9,1021.2,10,6.4,9.9,0,73,55.9,0,0,-1.29632142192334
7,2017,8,27,"2017-08-27",62.3,53.6,1024.6,10,5,9.9,0,73,50,0,0,-0.675160079045101
4,2020,9,17,"2020-09-17",68.5,63.7,1018.3,10,7.5,9.9,0,73,64.9,0,0,-2.21494030927847
3,2012,10,3,"2012-10-03",65.6,64.3,1016.6,1.5,3.5,9.9,0,73,62.6,0.45,1,-0.640165073812524
5,2018,7,13,"2018-07-13",64.8,55.1,1024.2,10,5,9.9,0,77,54,0,0,1.31955521921177
5,2015,9,18,"2015-09-18",70.1,66.5,1017.8,7.9,6.4,9.9,0,77,48.9,0,1,1.61701276368867
2,2019,8,6,"2019-08-06",68.9,65.5,1013.4,9.8,7.2,9.9,0,77,63,0,0,-0.21147625971346
2,2014,9,2,"2014-09-02",71.1,69.4,1013.1,1.7,6.8,9.9,0,77,68,0.01,1,1.09208768520002
4,2015,9,10,"2015-09-10",73.8,71.2,1011.3,5.6,5.6,9.9,0,77,71.6,99.99,1,1.23206770613033
3,2017,9,27,"2017-09-27",68.7,68.6,1014,1.5,4.7,9.9,0,77,62.1,0,1,1.05709267996744
4,2016,6,30,"2016-06-30",68.9,63.6,1014.4,5.9,6.4,9.9,0,77,63,0,1,1.62576151499681
4,2018,7,19,"2018-07-19",67.9,57.5,1016.8,10,6.3,9.9,0,77,59,0,0,1.43328898621764
3,2012,8,15,"2012-08-15",73.6,68.9,1011.5,6.5,3.5,9.9,0,81,66.2,0.01,1,0.234710057001892
3,2018,7,4,"2018-07-04",71.7,70.5,1025.7,4.8,6.8,9.9,0,81,62.1,0,1,-1.48004519939436
4,2020,8,20,"2020-08-20",68.4,59.9,1016.1,10,6.2,9.9,0,81,61,0,0,-2.35492033020878
1,2017,8,21,"2017-08-21",69.9,65.6,1020.4,9.8,5.9,9.9,0,81,61,0,0,0.453428839705496
1,2018,8,6,"2018-08-06",74.8,73.4,1018.6,6.3,7.2,9.9,0,81,70,0,0,0.497172596246217
2,2012,8,14,"2012-08-14",76,62.6,1014,9.6,2.3,9.9,0,81,69.1,0,0,-0.482687550265929
7,2012,7,1,"2012-07-01",83.6,63,1008.9,9.7,4.1,9.9,18.1,93,66,0,0,-0.325210026719335
7,2014,2,9,"2014-02-09",30.3,18.2,1018.7,10,4.9,9.9,0,37,21.9,0,0,-1.09510014183602
5,2016,1,29,"2016-01-29",41.3,36.8,999.4,10,5.9,9.9,0,45,23,0,0,0.610906363252091
5,2018,3,23,"2018-03-23",37.5,31.9,1012.6,10,7,9.9,0,45,30,0.07,0,1.37204772706063
5,2017,1,20,"2017-01-20",39.9,32.5,1015.5,10,4.3,9.9,0,45,37,0,0,0.260956310926324
1,2018,5,14,"2018-05-14",50.5,49.6,1016.9,6.4,5.5,9.9,0,57,48,0,1,0.995851420810434
7,2019,10,20,"2019-10-20",49.3,44.1,1018.2,10,3.9,9.9,0,59,39,0,0,-0.657662576428813
3,2012,10,24,"2012-10-24",57.1,53.5,1019.9,6.4,4.1,9.9,0,59,51.8,0.07,0,-0.710155084277678
6,2017,5,27,"2017-05-27",57.5,48.6,1011.4,10,7.2,9.9,0,63,51.1,0.03,0,-0.876381359132417
7,2012,11,11,"2012-11-11",54.7,45.1,1030.8,7,1.6,9.9,0,63,37.4,0,0,-0.430195042417065
1,2016,10,3,"2016-10-03",60.5,56.1,1016.2,9.9,4.4,9.9,0,66,57,0,0,-0.745150089510254
3,2015,10,7,"2015-10-07",57,50.5,1014.1,10,5.4,9.9,0,66,48.9,0,0,0.812127643339407
7,2014,8,3,"2014-08-03",66.4,64.6,1019.1,6,5.1,9.9,0,70,61,0.6,1,-0.867632607824273
2,2012,10,2,"2012-10-02",63.7,54.2,1015.5,7.3,2.4,9.9,0,70,60.1,0,0,0.155971295228594
6,2016,5,21,"2016-05-21",55.7,48.8,1021,9.7,6.5,9.9,0,70,46,0,0,-0.0627474874750096
3,2016,7,27,"2016-07-27",75.4,66.3,1012.4,10,7,9.9,0,82,70,0,0,1.00460017211858
2,2017,7,4,"2017-07-04",72,61.5,1016.5,9.8,5.8,9.9,0,82,61,0,0,-1.32256767584777
1,2016,8,8,"2016-08-08",71.3,61.3,1015.4,10,6.3,9.9,0,82,62.1,0,0,0.497172596246217
3,2018,9,5,"2018-09-05",69.2,64.7,1024.1,9.3,4.8,9.9,0,86,61,0,1,1.68700277415382
1,2018,7,2,"2018-07-02",68.4,64.9,1018.9,8.7,4.7,9.9,0,86,63,0,0,1.25831396005476
2,2012,7,10,"2012-07-10",76.5,56.3,1016,10,3.4,9.9,0,86,61,0,0,-0.447692545033353
